Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	2	2																13735.5					11901.2		5657.88				16681.2	5146.77																	
Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	7	7				84830.3	60022.5				114417	85812.7				59330.1	51378.6				85634.5	75531.5		15488.4		110290	77624.3				64890.3	52880.6				82320.4	31060.8				114949	49299.9				114243	70659.2
Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	3	3																9833.63		7057.56		1445.6	5752.22	6215.22	6817.18		2477.62		2694.95	5392.34	2465.6																
Q13428	TCOF_HUMAN	TCOF1	Treacle protein	12	12	99145.6	272369	93485.4	267926	206123	99604.1	178636	142834	309260	194363	151621	393031		189885	220758	132904	513474	104983	294473	224473	148452	485518	117038	303719	210841	170902	289102	92622.3	287002	209607	213271	379036	157745	282103	190109	161327	360823	136058	348022	228063	184669	487100	93799.7	348409	174523
Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	10	10				42893	62484.1	20250.1	27417.9		112284	97574				40620.6	65867.5				67783.3	88898	16416.9	58292.6		119940	114260	25373.7	23774.3		66626.7	59976.3				56485.5	43819.7		17596.5		54800.2	79415.8				78917.5	61676.4
Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	2	2			9927.91		19605.7		5058		27033.2	27333.8				20293.2	15802.4			25701.4	22272.7	20033.5	13326.4	14104.8	37509.1	26452.1	34848.5	13007.4		12744.8	19075.1	17817.4			36168.1	13765				20494.8	34435.9	35804.2				41128.2	27648.4
Q13451	FKBP5_HUMAN	FKBP5	Peptidyl-prolyl cis-trans isomerase FKBP5	5	5				25136.7	99337		24870.2		31755.8	105530				26489.6	84395.9	35663.9			22518.7	118839	31995.5			31553	131622	45508.2	28963.7		26807.8	98784.6					68955.6					107445					53031.3
Q13472	TOP3A_HUMAN	TOP3A	DNA topoisomerase 3-alpha	1	1																			5378.15						6839.58																				11265.8
Q13490	BIRC2_HUMAN	BIRC2	Baculoviral IAP repeat-containing protein 2	3	3										2942.08									1620.33			7808.8	6168.98					3327.31	3455.85	4357.96															3952.42
Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	5	4	13287	18371.8	20679.8	18430.1	13715	17964.2	14780.7	36325.4	15550.9	9053.68				11324.5		18537.7	17418.4	34418.7	14329.4	13830.6		24980.4	33700.7	13321.5	16317.9	16281.7		19927.7	30952.6	24711.1	26784.2			18397.4				16873	16567.4		17462.2		23498.5	13365.6	19944.7
Q13495	MAMD1_HUMAN	MAMLD1	Mastermind-like domain-containing protein 1	3	3					8410.03				5988.73	23129.3				7880.22	9529.92				6118.5	10799.8				15022.7	22691.7				10312.8	9150.58									9808.24					11919.8	15257.7
Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	1	1							6044.48		2018.48	2533.15									1546.65			2523.34			2069.07			4138.26	4057.79																
Q13506	NAB1_HUMAN	NAB1	NGFI-A-binding protein 1	6	5				306212	296009				405808	450380				280169	323925				362257	399461		48295.5		446767	398946				250742	255540				312276	246321				529876	364711				474201	337690
Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	1	1	38088.1	66534.5	66159.6	55700.9	36658.8	47456.3	369603	118762	46907.6	52948.5	47135.4	69019		34385.6	47852.2			49040.7		26449.8		37740.3	44089.8	35204.9	31963.5	69056		16856.2	29465.2	47171.7					53776.8				58950.6	72542.3	43398.8		55501.1		66855.2
Q13523	PRP4K_HUMAN	PRP4K	Serine/threonine-protein kinase PRP4 homolog	2	2			6153.06				5751.26		5228.85	3078.1						7807.99	11828.9	5342.13	3821.05	4292.68	6184.32	8178.27	4338.51	4308.12	3226.76	6207.89	5524.76	2083.77	3649.98																3119.33
Q13535	ATR_HUMAN	ATR	Serine/threonine-protein kinase ATR	1	1				8103.21	10630.8		6299.25		9390.75	11542				6828.66	7069.17			7292.67	5937.05	7320.85		12415.4	8195.13	8180.35	8524.24			8155.96	10809	9171.73				5170.94	5611.58			4092.3			3283.93		2624.22	9364.11	11463.9
Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	1	1	1.52393e+06	1.32899e+06	1.03585e+06	1.15074e+06	901124	946890	747880	2.49298e+06	615651	493079	889328	1.35645e+06		868862	967868		1.42034e+06	903444	369001	1.07169e+06		906785	893902	432831	407883		189796	966730	549679	674322	843611		1.04111e+06	306665	661744	719487	859437	316131	356727		662628	1.04312e+06	837036	818619	700297
Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	2	2	37518.5	42781.3		57614.5	52177.8	46891.5	31403.6	39835.2	65684	49734.5				47018.8	45884.8	29562.7		25250.8	38443.1	34768.1	34233.6	43215.2	32693.2	42239.4	41587	17675.5	47652.8	22487	42755.7	34596.9				38430.7	30279.9		39630.3		45376.3	61538.3		44811.2		42145.4	49317.6
Q13554;Q13555;Q13557;Q9UQM7	KCC2A_HUMAN;KCC2B_HUMAN;KCC2D_HUMAN;KCC2G_HUMAN	CAMK2A;CAMK2B;CAMK2D;CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit beta	1	0										6383.93									13015.5			10127.1																							1952.31
Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	2	2							6992		4269.43	6354.27				3036.44					3176.39	1724.05	4905.77	4938.24	3935.09	6364	4583.67		5215.65		3923.81	5666.21							4902.17							4537.96	4960.01
Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	12	12		41378.1		273527	405461	21131.1	48644.9		296563	498876		94768.1		237699	507905	31191.4	88903.5		295849	510791	37326.6	96976		396702	466135	58702.4	88663.4		316143	424599		53022.6		326183	357480		44784.3		392565	537010	51101.6	84716.9		415693	432294
Q13586	STIM1_HUMAN	STIM1	Stromal interaction molecule 1	5	5	8792.86		15270.1		3998.46	14872.7		17757.9		4115.22					8469.5	13328		25841	3216.77		9756.49	2946.66	32861.1	4881.91		8343.42		15912	5618.95				6860.25			21639.7		21391.7			9138.19		12146		2941.29
Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	10	8	14574.7	11125.4	8711.65	11126.6	13192.9	10810.2	8146.54	14692	9943.75	8260.54				11226.6	9583.28	7956.21		16608.5	8452.87	10856.9		12487.1	16081.7	9130.27	10307.5	8131.23	6186.05	22158.4	11071	11818.1	10189.1				10770.1		12561.5	7291.62		9997.47	11949.2		12493.1	6680.45	11276.3
Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog	1	1																						10933.4					15401.4																		
Q13613	MTMR1_HUMAN	MTMR1	Phosphatidylinositol-3-phosphate phosphatase MTMR1	2	2	2008.82				3592.13				2171.41	2716.61									1660.53	2587.32		2644.75		1842.79			2213.74			1446.96															3392.81
Q13616	CUL1_HUMAN	CUL1	Cullin-1	3	3					4854.28		4623.09		7540.48	4724.16						4106.84				3551.91		5064.03		3690.5																					5076.67
Q13618	CUL3_HUMAN	CUL3	Cullin-3	1	1							7629.44									3461.92				2278.1	3777.57	2464.41				3844.17	3623.15		3816.88	2102.09															1426.1
Q13620	CUL4B_HUMAN	CUL4B	Cullin-4B	12	7	10500.8			14665.7	26441.8	9252.57	7469.04		22800.2	19368.1				15406.1	11770.6	12687.3		17106.7	17636.8	21772.1	13674.4	17540.4	16042.7	24915.4	26065.8	19244.9	16799.3	9826.4	20478.3	17733.5				18523.6	13799.1			11878.7	17568.7	13443	8624.58	13074.2		18424.9	25532.9
Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	2	2	82174.4	39500.6	48435.7	42031	30521.9	44297.9	17439.4	107272	29388.2	24498.6		15412.1		70602.9	107811	58131.9	41541.3	137685	53401	71576.3		30192.4	67752.1	48411.4	125361	57427.3	24697.1	143760	94110.8	99264.9	223990	60820.5	146066	145903	221817	69569.8	178954	154562	114972	256646	37050	126527	158775	27383.2	9431.08
Q13813	SPTN1_HUMAN	SPTAN1	Spectrin alpha chain, non-erythrocytic 1	9	9	6288.93					5510.89	14758.4	7864.05		6405.35					7846.89	6147.9		9667.1	6208.42	7296.88	8180.75		10328.3		5692.06	6603.83		9191.5					11181.6					10265.4					7565.09	8955.54	8637.13
Q13823	NOG2_HUMAN	GNL2	Nucleolar GTP-binding protein 2	4	4		20005.9		64690	37314.9		12748.3		62534.9	43588.5				33832.9	25962.5				58100.7	37851.1		66518		56057.7	44340				82458.4	38723				42275.4	40406.9				72862	23142.2				69501.5	22857.6
Q13838	DX39B_HUMAN	DDX39B	Spliceosome RNA helicase DDX39B	10	3	298581	293456	277101	424531	268008	313963	252571	251433	315865	206240	510593	387620		305074	347198	535535	406859	320290	281893	343618	455436	325070	374174	288523	243909	608803	586055	286780	322288	305796	375384	371509	311899	482028	428156	452122	369489	273948	320404	409472	262793	346226	261633	270753	307006
Q13885	TBB2A_HUMAN	TUBB2A	Tubulin beta-2A chain	3	1	21550.1			26516.5	30418.5	27059.4	21970		34828.9	36731.4				30493.5	45725.3	43115.6	20031.6	44167.2	23269.4	32291.4	33794.3	30890.6	55078.7	37322.2	51166.2	35694.2	36823.5	37801.5	25192.2	27737.5	47596	23669.7	30928.8	43453.9	54946.5	50023.9		29117.7	24377.6	55566.6	35568		43190.3	15364.4	29138.9
Q13887	KLF5_HUMAN	KLF5	Krueppel-like factor 5	1	1				25869.4	34554.8				41213.1	41018.4				28777.9	27420.4				49510.5	45414.4				38385.9	36040.3				33796.6	25681.5				20063.7	34729.4				32369.8	18540.6				40610.5	26846.5
Q13895	BYST_HUMAN	BYSL	Bystin	3	3				8228.65	4282.65		7341.92		6857.54	5495.48				5110.43		6821.93			7196.31	6138.67	5382.97	4561.09	3667.41	6840.16	1495.21		9855.76	1519.9		5783.97														5934.87	6229.44
Q13907	IDI1_HUMAN	IDI1	Isopentenyl-diphosphate Delta-isomerase 1	1	1	16695.7			14391.2	20750.7		9849.4		13060	11776.3									5185.85	12136					7727.71																			6148.64	
Q13948	CASP_HUMAN	CUX1	Protein CASP	1	1				61016.2	42519.3				91914.1	43584.8				82002	31566.4				64780.2	34256.5				82300.4	30081				53880.9	21849.2				62353.5	27640.3				94733.6					82532.8	21885.9
Q14004	CDK13_HUMAN	CDK13	Cyclin-dependent kinase 13	10	6	18660.3	31626	32905.6	122344	139067	50590	198302	39692.3	163275	130112	57138.6	61650.8		105615	125300	22574.3	75497.4	60334.1	113079	128742	73999.5	100829	91954	143878	139491	16842.4	22186.5	57143.8	118536	112983		27844.7	28895.1	145599	105074	67288.8	44161.6	46514.7	108424	130733	48015.2	98536.6		147051	125574
Q14008	CKAP5_HUMAN	CKAP5	Cytoskeleton-associated protein 5	9	9	7127.85		11425.7	10444.9	11699.1	8636.44	15428.2	15173.4	11686.8	8418.19				9011.57	12122.5	15431.9		13194.8	7919.89	10781.5	10643.2	7956.86	13230	8596.28	10693.4	9480.3	11128.5	11042.5	10546.1	10769.1				9384.21	8876.03			12562.2	9689.82	8403.7	7623.39		12266.2	8984.35	9269.52
Q14012	KCC1A_HUMAN	CAMK1	Calcium/calmodulin-dependent protein kinase type 1	2	0	70989.7	68749.6	49581.3	52217.7	50845.4	58412.8			46167.1	12862.2		75853.9		44478.7	33581.3			57573.7	21850.8	42668.5		46226.3			20815.8			90571.6	37406.5	47307	144798		92273.9		87764.5			69059			60962.6	68873.6	68512.2	31711.4	32090.1
Q14019	COTL1_HUMAN	COTL1	Coactosin-like protein	1	1							87619.3			7581.01						17850			13725.7		13207									9955.09															14553.7
Q14061	COX17_HUMAN	COX17	Cytochrome c oxidase copper chaperone	1	1		1.15807e+06	983166	1.17033e+06	920556	1.08017e+06	554425	2.23597e+06	902764	492452	1.72702e+06	1.37303e+06		813907	859863		802616	887186	423196	645483	55608.8	1.0799e+06	1.52923e+06	620393	523086	52025.4	22238.3	1.40919e+06	783632	720472	1.0455e+06	486224	1.10637e+06	891774	1.60053e+06	930322	804876	776130	833745	940414	978153	856535	1.03644e+06	928308	547177
Q14103	HNRPD_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D0	3	3	1.31894e+06	1.26569e+06	976563	884673	765020	795494	594382	1.39971e+06	781036	518764	1.41253e+06	1.29149e+06	547569	800063	889244	1.01559e+06	1.22583e+06	857909	414544	554844	888542	876881	804190	604823	490738	1.23207e+06	988068	1.04028e+06	762318	771811	1.30987e+06	1.22457e+06	1.06872e+06	1.00881e+06	1.27187e+06	1.04449e+06	1.39416e+06	922955	881270	792908	814178	1.41244e+06	1.02985e+06	647030	469464
Q14116	IL18_HUMAN	IL18	Interleukin-18	1	1							110095																																						47330.1
Q14126	DSG2_HUMAN	DSG2	Desmoglein-2	6	6	20516.3		12841.7		13087.4	23369		18709.4	12254.8	14400.7	22848			11148.7	18478.5	24070.3		30722.3	10387.5	15825.8	16697.7		34859.3	9354.21	10161.9	19503.3		34256.2	15853.9	14152.9			14743.6		19495.9			23179.7			14534.7		26557.9		16595.2
Q14135	VGLL4_HUMAN	VGLL4	Transcription cofactor vestigial-like protein 4	3	3				98477.2	26862.1				53997.8	39385				102344					113314	15153.8				128715	40542.7				71740.6										108293					140309	11894.8
Q14137	BOP1_HUMAN	BOP1	Ribosome biogenesis protein BOP1	3	3			9619.04		15034.1	10082.6	12149.4		11829.4	13221.5		14409.3		6691		10201.6		6779.58	10306.4	8018.85		9510.06		9739.08	8140.04	9357.17	8009.18	9358.99	12551.5	8763.47					8520.45								7662.27		17904.4
Q14145	KEAP1_HUMAN	KEAP1	Kelch-like ECH-associated protein 1	11	11	62989.6	49286.1	72535.6	70839.5	83094.9	49323.3	64587.5	73645.9	131563	173488	40652.4	67243.4		62675.1	190795	21760.9	46721.4	30158.8	28286.4	64688.5	33918.4	33201.3	49910.8	84423.9	163070	48856.4	41344.8	30968.1	70864.3	121719	94303.4	113882	88870	84194.7	120694	88194.1	91144.2	53207.1	145852	225302	42774.4	86798	62365.5	116373	180974
Q14146	URB2_HUMAN	URB2	Unhealthy ribosome biogenesis protein 2 homolog	2	2					2837.29					1044.37				1848.29					2508.08	4111.02		962.076		1159.47	2784.39				2934.73																1854.33
Q14149	MORC3_HUMAN	MORC3	MORC family CW-type zinc finger protein 3	4	4				6061.25	5263.86				8813.7	6057.47				8718.88	5496.11				13346.3	7665.25				12277	6817.72				6996.18										10739.6					7324.13	5216.99
Q14151	SAFB2_HUMAN	SAFB2	Scaffold attachment factor B2	8	6	138801	90114.2		455329	395257	128997	94261.6		454661	480036		166624		370402	512492	122548	182169		405823	531578	132390	230332	73404.8	521344	523758	153234	153939	102149	425658	441403	250225			419750	536891	264440	144179		537508	466254	97449.8	143760		448961	360324
Q14152	EIF3A_HUMAN	EIF3A	Eukaryotic translation initiation factor 3 subunit A	13	13	18788.8			24676.4	27530	15829	117375	30287.4	30309.6	23629.6				16396.1	19285.7	70872		31731.7	25687.1	23169.6	44677.6	33506.3	29795.4	30833.2	23911.6	76921.5	63376.2	24014.9	26219.7	31138.8								22004	21395		20684.2	27368.3	19774.9	30551.2	51410.3
Q14157	UBP2L_HUMAN	UBAP2L	Ubiquitin-associated protein 2-like	9	9	85351.2		168098	57729.6	112448	141934	42223.8	225211	75127.9	143931				37434.3	115591	321665		445018	94543.1	134711	166446	192330	408132	76541	149262	215858	57586.9	239107	120047	156626	102395		279254			210301		254728	53377.2	100960	191507	96611.2	194488	55914.4	216208
Q14160	SCRIB_HUMAN	SCRIB	Protein scribble homolog	4	3	12156.7		16571.8	11282.2	9855.63	15430.6		28452.9	12437.8	6710.89	17552.9			8682.02		12712.2		31668.7	8619.62	6554.26	9177.49	7441.75	35550.4		8889.82		8626.22	27255.3	8647.85	9254.65	13430		18674.5	15262				30858.1			11353		24202.6	9270.21	8170.39
Q14166	TTL12_HUMAN	TTLL12	Tubulin--tyrosine ligase-like protein 12	6	6	12249.8	13971.3	12411.2	12100.7	13753.8	13792.4	43958.9	27957	9394.92	6950.33		13160.2		9890.56	8250.04	9005.89		9033.01	7617.87	11049.9	10832	15558.4	11193.2	7471.48	8279.02	9845.1	9760.59	16284	13562.5	13091.3	12686.9		12325.2	10951.5	10614.9		8810.59	13663.7	8761.2	11298.6	19120	11250.1	12113.1	9907.27	18785
Q14181	DPOA2_HUMAN	POLA2	DNA polymerase alpha subunit B	3	3				3876.87	8712.83				4695.29	8964.29				5113.83	8123.8				4030.6	8813.56				6736.44	11090.3				6349.33	7644.42									5915.7					9174.1	8190.3
Q14186	TFDP1_HUMAN	TFDP1	Transcription factor Dp-1	1	1															34851.7				28211.9					23844.6																					28462.6
Q14191	WRN_HUMAN	WRN	Bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN	1	1					3824.61				8050.99	3299.12									2852.41	3439.97				5793																				5503.35	4867.21
Q14202	ZMYM3_HUMAN	ZMYM3	Zinc finger MYM-type protein 3	13	13				296757	576308				311930	474973				240670	580572				250753	652183		23929.9		296876	504758				249662	516310				285228	729811				304064	575007				257630	436565
Q14203	DCTN1_HUMAN	DCTN1	Dynactin subunit 1	3	3							14884.6									3630.06			7513.32		13080.3	1715.85				2973.03	4450.21	2919.74																	
Q14204	DYHC1_HUMAN	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1	67	67	28351.6	26122.2	32560.9	63277.2	62226.7	28311.8	89738.7	41410.1	65479.8	53935.5	33070.8	39614.8		61089.5	57545.4	52857.6	33743.8	46567.3	69968.8	69709.2	53078.4	54232.6	50308.1	89317.4	58928.6	57904.6	61961.9	41361.9	53912.2	54068	35719.9	33454.9	35113.5	44818.3	45680.4	31077.8	27814.4	38610.1	70340.5	69862.4	33262.4	37819.6	36385.5	65521.2	66904.2
Q14207	NPAT_HUMAN	NPAT	Protein NPAT	2	2									4417.36	4329.78				2658.62					3866.34	3619.2				2960.6	3528.06				5606.83	4753.11															
Q14232	EI2BA_HUMAN	EIF2B1	Translation initiation factor eIF2B subunit alpha	1	1																5701.15			3506.69			4708.78			3600.1																				3975.75
Q14240	IF4A2_HUMAN	EIF4A2	Eukaryotic initiation factor 4A-II	2	2					4564.98		23146.2			2153.65						4888.11			2037.69	2159.44	2480.28				2115.87			3365.09	2250.09	2726.59															2491.19
Q14241	ELOA1_HUMAN	ELOA	Elongin-A	6	6		17974.4		26480.6	30370.8				57211.5	33030.4				26846.5	21195				43245.6	30066.3		42198.6		44958	35577.1		17933.3		26832.3	20379				50586.3	15339.1				36061.9	28438.3				53348.3	22161.4
Q14247	SRC8_HUMAN	CTTN	Src substrate cortactin	5	5	31982.8		88710.5		43140.2	66833.4		150077	64799.6	76894			209784	34262.1	61410.9	54312		163401	42747.5	65441.3	24592.6	42507.9	188221	55644.5	63741.6	41824.8		125463	48710.3	53558.1	73144.6		151859			180787		180145	55726.9	31431.1	71467.3		96648.2	82092.6	67403.3
Q14258	TRI25_HUMAN	TRIM25	E3 ubiquitin/ISG15 ligase TRIM25	4	4	14963.5	13134.2		22575.5	15653.3	11541.3	11362.4		14054.5	9750.89				13197.7	16273.3	6514.87		11742.6	9367.46	13897.1	5600.54	8812.5	16566.5	10885.8	10870.8	7692.17		13439.2	13380.8	17164.9	9960.3				10754.3	12274.7	11033.9			14001.8	9831.98		13018.6	10725.4	12892.9
Q14318	FKBP8_HUMAN	FKBP8	Peptidyl-prolyl cis-trans isomerase FKBP8	5	5	47371	52709.9	38662.8	39323.1	46794.9	43454.3	18878.5	66952.2	28337.6	16197.1	39928.4		31546.3	44985.2	24906.7	8205.21		34988.1	24217.7	34637.9	16841	28755.9	24669.8	18539.4	15194.5	15679.6	22523.9	55902.7	36762.1	38223.8	32606.4				46275	23910.1	40465.6	25584.2		18777.7	42200.8		47573.5	26913.5	18240.1
Q14320	FA50A_HUMAN	FAM50A	Protein FAM50A	6	3				73864.5	85453.4				103952	111360				79371.7	94873.4				98994.2	128465		30556.8		136287	133144				80393.1	116123				96078	62912.9				126755	93937.3				131930	91827.3
Q14444	CAPR1_HUMAN	CAPRIN1	Caprin-1	3	3	4144.94	3058.9	4250.84		3772.74		4466.41		3372.89	1723.22				3218.08	2938.85			3939.12	2775.81	2208.14	2446.05	1965.74	3237.89	2198.35	1893.82			3137.81	4206.36	2506.52							3780.22		4893.7						2066.32
Q14494	NF2L1_HUMAN	NFE2L1	Endoplasmic reticulum membrane sensor NFE2L1	7	7				696915	445331				952881	439016				555289	578363				555180	506407				580444	563446				703287	423358				938961	613514				632866	350141				1.03191e+06	549677
Q14498	RBM39_HUMAN	RBM39	RNA-binding protein 39	6	5	23269.5			48201.6	56871.8	16898.4	94005.3		63951.1	62820		41972.2		45206.2	50340.9	105577			56046.9	71670.4	97569.5	51392.7	34528.3	87454.9	92597.7	110586	129823	17352.7	63230.9	72305.8	27229.5			70359.5	68629.7		32211.5		55851.9	55539.6	44592.9	29199.9		78065.4	62466.7
Q14525	KT33B_HUMAN	KRT33B	Keratin, type I cuticular Ha3-II	4	1																								4335.93				13307.6											27989.6			20622.2			
Q14527	HLTF_HUMAN	HLTF	Helicase-like transcription factor	6	6				18017.6	20917.6				25776	27788.7				13968.4	14747.2				18993.4	27886.6		16887.6		22669.4	29175.5				17047.5	18515.1									26221.7	21449.5				34340.9	26523.9
Q14562	DHX8_HUMAN	DHX8	ATP-dependent RNA helicase DHX8	1	1					4684.05				4300.65						4088.14				2873.01						2414.69				2910.69										5628.97						1814.96
